mode,n_blocks,ell,lambda_bits,record_index,sender,direction,record_type,sequence,auth_kind,serialized_bytes,header_ce1_bytes,payload_ce1_bytes,auth_ce1_bytes,auth_tag_bits,value_only_semantic_bits
BASIC,8,4,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1423
BASIC,8,4,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1423
RELEASE,8,4,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,8,4,1,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2166
RELEASE,8,4,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,4,1,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,4,1,5,Alice,A2B,COMMIT_SET,2,MAC,2557,425,1967,127,256,5907
RELEASE,8,4,1,6,Bob,B2A,COMMIT_SET,2,MAC,2557,425,1967,127,256,5907
RELEASE,8,4,1,7,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,8,4,1,8,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,8,4,1,9,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,8,4,1,10,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,8,4,1,11,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,8,4,1,12,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,8,4,1,13,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,8,4,1,14,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,8,4,1,15,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,8,4,1,16,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,8,4,1,17,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,8,4,1,18,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,8,4,1,19,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,8,4,1,20,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,8,4,1,21,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,22,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,23,Bob,B2A,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,24,Alice,A2B,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,25,Alice,A2B,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,26,Bob,B2A,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,27,Bob,B2A,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,28,Alice,A2B,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,29,Alice,A2B,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,30,Bob,B2A,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,31,Bob,B2A,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,32,Alice,A2B,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,8,4,1,33,Alice,A2B,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,8,4,1,34,Bob,B2A,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,8,4,1,35,Bob,B2A,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,8,4,1,36,Alice,A2B,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,8,4,1,37,Alice,A2B,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,8,4,1,38,Bob,B2A,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,8,4,1,39,Bob,B2A,CONFIRM,19,PRF,624,422,68,96,128,1442
RELEASE,8,4,1,40,Alice,A2B,CONFIRM,19,PRF,624,422,68,96,128,1442
RELEASE,8,4,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,8,4,2,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2163
RELEASE,8,4,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,4,2,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,4,2,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3826
RELEASE,8,4,2,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3826
RELEASE,8,4,2,7,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,8,4,2,8,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,8,4,2,9,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,8,4,2,10,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,8,4,2,11,Alice,A2B,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,8,4,2,12,Bob,B2A,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,8,4,2,13,Bob,B2A,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,8,4,2,14,Alice,A2B,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,8,4,2,15,Alice,A2B,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,8,4,2,16,Bob,B2A,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,8,4,2,17,Bob,B2A,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,8,4,2,18,Alice,A2B,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,8,4,2,19,Alice,A2B,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,8,4,2,20,Bob,B2A,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,8,4,2,21,Bob,B2A,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,8,4,2,22,Alice,A2B,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,8,4,2,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1441
RELEASE,8,4,2,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1441
RELEASE,8,4,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,8,4,4,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2167
RELEASE,8,4,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,4,4,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,4,4,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2785
RELEASE,8,4,4,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2785
RELEASE,8,4,4,7,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,8,4,4,8,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,8,4,4,9,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,8,4,4,10,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,8,4,4,11,Bob,B2A,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,8,4,4,12,Alice,A2B,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,8,4,4,13,Alice,A2B,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,8,4,4,14,Bob,B2A,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,8,4,4,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1440
RELEASE,8,4,4,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1440
RELEASE,8,4,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,8,4,8,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2167
RELEASE,8,4,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,4,8,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,4,8,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2264
RELEASE,8,4,8,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2264
RELEASE,8,4,8,7,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,8,4,8,8,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,8,4,8,9,Bob,B2A,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,8,4,8,10,Alice,A2B,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,8,4,8,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1440
RELEASE,8,4,8,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1440
BASIC,8,155,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1451
BASIC,8,155,,2,Alice,A2B,DECOY_INFO,0,MAC,6859,423,6272,126,256,4750
BASIC,8,155,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,688,429,94,127,256,1566
BASIC,8,155,,4,Alice,A2B,DIALOGUE_A,1,MAC,659,423,71,127,256,1478
BASIC,8,155,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1423
BASIC,8,155,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1423
RELEASE,8,155,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,8,155,1,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4780
RELEASE,8,155,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,155,1,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,155,1,5,Alice,A2B,COMMIT_SET,2,MAC,2557,425,1967,127,256,5907
RELEASE,8,155,1,6,Bob,B2A,COMMIT_SET,2,MAC,2557,425,1967,127,256,5907
RELEASE,8,155,1,7,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,8,155,1,8,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,8,155,1,9,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,8,155,1,10,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,8,155,1,11,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,8,155,1,12,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,8,155,1,13,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,8,155,1,14,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,8,155,1,15,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,8,155,1,16,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,8,155,1,17,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,8,155,1,18,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,8,155,1,19,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,8,155,1,20,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,8,155,1,21,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,22,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,23,Bob,B2A,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,24,Alice,A2B,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,25,Alice,A2B,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,26,Bob,B2A,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,27,Bob,B2A,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,28,Alice,A2B,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,29,Alice,A2B,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,30,Bob,B2A,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,31,Bob,B2A,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,32,Alice,A2B,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,8,155,1,33,Alice,A2B,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,8,155,1,34,Bob,B2A,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,8,155,1,35,Bob,B2A,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,8,155,1,36,Alice,A2B,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,8,155,1,37,Alice,A2B,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,8,155,1,38,Bob,B2A,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,8,155,1,39,Bob,B2A,CONFIRM,19,PRF,624,422,68,96,128,1442
RELEASE,8,155,1,40,Alice,A2B,CONFIRM,19,PRF,624,422,68,96,128,1442
RELEASE,8,155,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,8,155,2,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4767
RELEASE,8,155,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,155,2,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,155,2,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3826
RELEASE,8,155,2,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3826
RELEASE,8,155,2,7,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,8,155,2,8,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,8,155,2,9,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,8,155,2,10,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,8,155,2,11,Bob,B2A,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,8,155,2,12,Alice,A2B,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,8,155,2,13,Alice,A2B,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,8,155,2,14,Bob,B2A,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,8,155,2,15,Bob,B2A,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,8,155,2,16,Alice,A2B,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,8,155,2,17,Alice,A2B,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,8,155,2,18,Bob,B2A,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,8,155,2,19,Bob,B2A,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,8,155,2,20,Alice,A2B,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,8,155,2,21,Alice,A2B,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,8,155,2,22,Bob,B2A,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,8,155,2,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1441
RELEASE,8,155,2,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1441
RELEASE,8,155,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,8,155,4,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4771
RELEASE,8,155,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,155,4,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,155,4,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2785
RELEASE,8,155,4,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2785
RELEASE,8,155,4,7,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,8,155,4,8,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,8,155,4,9,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,8,155,4,10,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,8,155,4,11,Alice,A2B,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,8,155,4,12,Bob,B2A,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,8,155,4,13,Bob,B2A,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,8,155,4,14,Alice,A2B,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,8,155,4,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1440
RELEASE,8,155,4,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1440
RELEASE,8,155,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,8,155,8,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4782
RELEASE,8,155,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,690,431,94,127,256,1582
RELEASE,8,155,8,4,Alice,A2B,DIALOGUE_A,1,MAC,661,425,71,127,256,1494
RELEASE,8,155,8,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2264
RELEASE,8,155,8,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2264
RELEASE,8,155,8,7,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,8,155,8,8,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,8,155,8,9,Alice,A2B,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,8,155,8,10,Bob,B2A,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,8,155,8,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1440
RELEASE,8,155,8,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1440
BASIC,16,4,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1445
BASIC,16,4,,2,Alice,A2B,DECOY_INFO,0,MAC,1422,423,835,126,256,2160
BASIC,16,4,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,704,429,110,127,256,1583
BASIC,16,4,,4,Alice,A2B,DIALOGUE_A,1,MAC,675,423,87,127,256,1495
BASIC,16,4,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1424
BASIC,16,4,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1424
RELEASE,16,4,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1461
RELEASE,16,4,1,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2170
RELEASE,16,4,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,4,1,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,4,1,5,Alice,A2B,COMMIT_SET,2,MAC,4349,425,3759,127,256,10102
RELEASE,16,4,1,6,Bob,B2A,COMMIT_SET,2,MAC,4349,425,3759,127,256,10102
RELEASE,16,4,1,7,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,16,4,1,8,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,16,4,1,9,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,16,4,1,10,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,16,4,1,11,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,16,4,1,12,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,16,4,1,13,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,16,4,1,14,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,16,4,1,15,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,16,4,1,16,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,16,4,1,17,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,16,4,1,18,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,16,4,1,19,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,16,4,1,20,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,16,4,1,21,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,22,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,23,Bob,B2A,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,24,Alice,A2B,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,25,Alice,A2B,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,26,Bob,B2A,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,27,Bob,B2A,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,28,Alice,A2B,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,29,Alice,A2B,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,30,Bob,B2A,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,31,Bob,B2A,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,32,Alice,A2B,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,16,4,1,33,Alice,A2B,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,16,4,1,34,Bob,B2A,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,16,4,1,35,Bob,B2A,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,16,4,1,36,Alice,A2B,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,16,4,1,37,Alice,A2B,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,38,Bob,B2A,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,39,Bob,B2A,OPEN,19,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,40,Alice,A2B,OPEN,19,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,41,Alice,A2B,OPEN,20,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,42,Bob,B2A,OPEN,20,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,43,Bob,B2A,OPEN,21,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,44,Alice,A2B,OPEN,21,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,45,Alice,A2B,OPEN,22,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,46,Bob,B2A,OPEN,22,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,47,Bob,B2A,OPEN,23,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,48,Alice,A2B,OPEN,23,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,49,Alice,A2B,OPEN,24,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,50,Bob,B2A,OPEN,24,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,51,Bob,B2A,OPEN,25,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,52,Alice,A2B,OPEN,25,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,53,Alice,A2B,OPEN,26,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,54,Bob,B2A,OPEN,26,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,55,Bob,B2A,OPEN,27,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,56,Alice,A2B,OPEN,27,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,57,Alice,A2B,OPEN,28,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,58,Bob,B2A,OPEN,28,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,59,Bob,B2A,OPEN,29,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,60,Alice,A2B,OPEN,29,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,61,Alice,A2B,OPEN,30,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,62,Bob,B2A,OPEN,30,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,63,Bob,B2A,OPEN,31,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,64,Alice,A2B,OPEN,31,MAC,770,419,186,127,256,1820
RELEASE,16,4,1,65,Alice,A2B,OPEN,32,MAC,770,419,186,127,256,1821
RELEASE,16,4,1,66,Bob,B2A,OPEN,32,MAC,770,419,186,127,256,1821
RELEASE,16,4,1,67,Bob,B2A,OPEN,33,MAC,770,419,186,127,256,1821
RELEASE,16,4,1,68,Alice,A2B,OPEN,33,MAC,770,419,186,127,256,1821
RELEASE,16,4,1,69,Alice,A2B,OPEN,34,MAC,770,419,186,127,256,1822
RELEASE,16,4,1,70,Bob,B2A,OPEN,34,MAC,770,419,186,127,256,1822
RELEASE,16,4,1,71,Bob,B2A,CONFIRM,35,PRF,624,422,68,96,128,1444
RELEASE,16,4,1,72,Alice,A2B,CONFIRM,35,PRF,624,422,68,96,128,1444
RELEASE,16,4,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1461
RELEASE,16,4,2,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2176
RELEASE,16,4,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,4,2,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,4,2,5,Alice,A2B,COMMIT_SET,2,MAC,2557,425,1967,127,256,5925
RELEASE,16,4,2,6,Bob,B2A,COMMIT_SET,2,MAC,2557,425,1967,127,256,5925
RELEASE,16,4,2,7,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,16,4,2,8,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,16,4,2,9,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,16,4,2,10,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,16,4,2,11,Bob,B2A,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,16,4,2,12,Alice,A2B,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,16,4,2,13,Alice,A2B,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,16,4,2,14,Bob,B2A,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,16,4,2,15,Bob,B2A,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,16,4,2,16,Alice,A2B,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,16,4,2,17,Alice,A2B,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,16,4,2,18,Bob,B2A,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,16,4,2,19,Bob,B2A,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,16,4,2,20,Alice,A2B,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,16,4,2,21,Alice,A2B,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,22,Bob,B2A,OPEN,10,MAC,771,419,187,127,256,1820
